Text	Start Time (s)	duration	label
hook control finally comes out for	9172.2	6.04	0
loud ult from John cue preventing a	9174.64	5.96	0
split from happening aggressively for	9178.24	4.239	0
the attack side as	9180.6	4.28	0
well because they lost the	9182.48	4.281	0
do can't really push through they're	9184.88	3.24	1
going to use the orbital strike in set	9186.76	3.36	1
beautiful utility that spray right in	9188.12	4.48	1
between what a play there for L to take	9190.12	5.04	1
control of B	9192.6	4.96	1
Main	9195.16	5.0	1
slow okay that's heard by sashy at least	9197.56	6.32	1
but does Z move this is great ground to	9200.16	7.159	1
be gained by loud loud right now just to	9203.88	6.479	1
enter towards the sight sashy splits out	9207.32	6.12	1
the push and that's a spike down but qk	9210.36	4.481	1
was still there inside hook could to tra	9213.44	5.561	1
her right out zelis trying to count the	9214.84	5.439	1
timing to get through the smoke as it	9219.0	3.6	1
dissipates he's able to fall	9220.28	4.521	1
away you talked about second anchoring	9222.6	5.32	1
for the longest time TP true and now you	9224.8	5.2	1
understand when La T takes control of	9227.92	4.439	1
hookah it's so hard to deal against for	9230.0	3.84	1
the retake	9232.36	4.241	1
exactly even if you have B main control	9233.84	4.599	1
in the Octagon Garden it doesn't seem	9236.6	3.6	1
like it matters with what loud is going	9238.44	3.441	1
to start doing to push and pull you	9240.2	3.64	1
around that hookah around the market	9241.88	3.88	1
side of the map and maybe even showers	9243.84	4.72	1
cuz their numbers are working so	9245.76	4.96	1
efficiently in groups of three or four	9248.56	5.16	1
with that lurker still around the map	9250.72	5.52	1
very well done so far here by loud and	9253.72	5.28	0
93 hopefully could be a 93 curse for the	9256.24	5.36	0
SOS fans but until we start the second	9259.0	4.8	0
half let's toss it down to GB people	9261.6	4.56	0
dancing on the VCT America Stage that's	9263.8	4.16	1
all you need to get out of that awesome	9266.16	4.48	1
stuff by the two from the crowd love the	9267.96	4.76	1
Showmanship thanks so much for for	9270.64	3.88	1
coming out and making that so awesome so	9272.72	3.84	1
even if the loud fan won on push-ups the	9274.52	3.759	1
crowd was still behind to see who won	9276.56	3.4	1
for the series so I think it's still	9278.28	3.801	1
even out we don't know who's going to	9279.96	4.28	1
win this series yet so we'll just let	9282.08	5.08	1
the game decide in the piss around now	9284.24	5.8	1
Sentinels on the attack working out very	9287.16	5.159	1
slow contact to start things off at	9290.04	4.6	1
their default again you're seen the same	9292.32	4.12	1
thing though jump contacts coming out	9294.64	4.08	1
from L and getting ready to delay deny	9296.44	4.481	1
with Cen Zen theault line set up at the	9298.72	4.52	1
elbow but it sides otherwise to Pivot	9300.92	4.439	1
towards the a site and it's a great read	9303.24	3.44	1
so far cuz that's where sentinel's	9305.36	3.681	1
moving as well they are encroaching back	9306.68	4.599	1
to the other side of the map if you get	9309.04	4.48	1
that kill over towards B long G Crash	9311.28	4.281	1
from 10 everybody's hitting the site but	9313.52	4.68	1
they go back back to strp B of round one	9315.56	4.52	1
that's going to be the a hit not enough	9318.2	3.84	1
noise at B long so we go for short the	9320.08	4.88	1
Molly from Z now but loud ready on the	9322.04	4.56	1
other side for this as the smoke start	9324.96	4.479	1
to clear and with the orb to use the dog	9326.6	4.32	1
but it's towards the right side to allow	9329.44	3.681	1
T to move forward inside showers and	9330.92	4.32	1
both twinsies are working together on	9333.12	3.88	1
the left side of triple the right click	9335.24	4.039	0
classic SLE Score first in the pistol	9337.0	5.0	0
round sadak Falls and there's traits	9339.28	5.241	1
instantly all around the Spike's still	9342.0	5.6	1
down 30 seconds left delayed enough for	9344.52	5.0	1
potential backstab coming through as two	9347.6	3.52	1
just got spotted they saw one will they	9349.52	4.959	1
see two beautiful Flash coming out from	9351.12	6.319	1
10 but they	9354.48	2.96	1
both quick heal comes down to to John	9358.72	7.679	1
cue left side of triple gas down wall	9362.92	5.76	1
down as well pivot back from loud using	9366.4	4.721	1
all the time in their favor oh the head	9368.68	5.679	1
shot down to 8 HP just to try to delay	9371.12	5.56	1
so two is come come out of shower gets	9374.36	4.08	1
that pick and there's the	9376.68	4.24	1
trade beautifully done in a coordination	9378.44	5.601	1
of loud they come out for the trade and	9380.92	6.12	1
two will get the diffuse loud now or at	9384.04	5.08	1
10 and they're really trying to push	9387.04	5.52	0
this to the brink in that five to go to	9389.12	6.56	0
Lotus between these two teams as well	9392.56	4.919	0
one of the biggest chess games you can	9395.68	5.12	0
run on our three site Maps cannot wait	9397.48	5.721	1
cannot wait it looks like it is on the	9400.8	4.8	1
horizon a stinger by here from Sentinels	9403.2	5.44	1
we saw saw this be effective on ice box	9405.6	6.48	1
Can it have the same result here on bind	9408.64	5.679	1
loud has just been so strong Guardian in	9412.08	3.92	1
the hands of tu's after those frags and	9414.32	5.16	1
the defuse building himself up to alt	9416.0	5.84	1
stingers and Bulldogs around with Sak's	9419.48	6.161	1
judge close in hand guarding U-Haul all	9421.84	5.96	0
right so send flip it 10's now on the	9425.64	4.32	1
left side of the map to Gate Crash back	9427.8	3.84	1
to the right so a little bit different	9429.96	4.92	1
from round one but loud has no reason to	9431.64	5.4	1
really worri about any anything until	9434.88	3.76	0
Sentinels puts their full their full	9437.04	4.88	0
force into a sight hit trying to move	9438.64	5.24	0
quickly try to Pivot some players out	9441.92	4.8	0
the knife came out from shorty into s	9443.88	4.68	0
and with that it allows for L to just	9446.72	3.84	0
hold back for a bit but he do have	9448.56	4.24	1
players to try to work for utility soak	9450.56	4.48	1
holding as judge and SEL definitely know	9452.8	4.0	1
that tape so everybody's pitting towards	9455.04	3.88	1
the right side of ABC to try to get the	9456.8	4.36	1
backstab zel has just got spotted Molly	9458.92	4.96	1
to Molly lass to that now Pinn inside	9461.16	4.92	1
but the judge gets the kill second train	9463.88	4.64	1
right back with the Stingers Advantage	9466.08	4.04	1
for sels as they get the plat down	9468.52	4.2	1
towards the a	9470.12	2.6	1
site rotate	9472.88	4.64	1
around going be a little too late here	9475.44	4.761	1
for qck with the damage that Z's doing	9477.52	5.2	1
with the judge as he flies through sight	9480.2	4.159	1
picks up the Stinger once again after	9482.72	3.88	1
that damage has been done yeah loud got	9484.36	3.96	1
a piece of their own	9486.6	4.36	1
medicine T also winning that fight the	9488.32	5.361	1
Stinger meta has it	9490.96	5.96	1
returned one more to go it's UC K denied	9493.68	7.36	1
by zelis off the trade to again they do	9496.92	6.16	1
it again this is amazing seeing a	9501.04	3.84	1
stinger meta coming back from the	9503.08	3.68	1
Sentinels that's Kaplan at the helm	9504.88	3.519	1
pretty much he is the one that brought	9506.76	4.24	1
that up back in the day in like	9508.4	5.04	1
2021 what was a team name like Echo 7 or	9511.0	4.439	1
something with Rob whiz oh wow oh yeah	9513.44	4.04	1
we're going way back you're digging deep	9515.44	4.201	1
you're digging deep but yeah the	9517.48	5.0	1
Sentinels have made it work	9519.64	5.32	1
twice um clobbering through the site to	9522.48	4.281	1
get that plant down the first round	9524.96	3.56	1
pretty much secures the decision to want	9526.76	3.4	1
to buy on that second the little bit of	9528.52	4.64	1
extra money flowing them into a state	9530.16	4.48	1
where they want to rush with stingers	9533.16	3.279	1
and everybody behind each other makes it	9534.64	4.36	1
work again we see it a second time from	9536.44	5.121	1
Sentinels now loud has to wonder how	9539.0	5.0	1
they work they Low by you can expect Les	9541.56	4.52	1
to get some Sheriff shots in sure but	9544.0	4.24	1
how much damage can they do to stop sen	9546.08	4.92	1
from pulling back a bunch of rounds	9548.24	5.4	1
here this is a very similar situation as	9551.0	4.84	1
seen in previous Maps where the Stinger	9553.64	3.88	1
really allowed SEL to start building up	9555.84	3.28	1
a bit of that economy but La was still	9557.52	5.16	1
able to maintain no head	9559.12	6.44	1
shot just trying to go for wide swings	9562.68	5.24	1
after the kill the TP across now at the	9565.56	4.56	1
Helm of the push is T with the rest of	9567.92	4.479	1
SEL inside the B site should be an easy	9570.12	4.92	1
plan in the	9572.4	2.641	1
end right now it's cuses trying to keep	9575.24	4.96	1
them busy the other three are still	9577.8	4.08	1
trying to FL back deciding if they want	9580.2	4.56	0
a TP across or just try to fight at	9581.88	4.72	0
least one one player that could be	9584.76	4.2	1
straggling behind and that's John cutie	9586.6	6.12	1
waiting with that stinger in towards	9588.96	6.8	0
Sans safety for now is what loud chooses	9592.72	4.16	0
they don't want to have to clear too	9595.76	4.84	1
many angles on that and sadak has the	9596.88	5.599	1
knife how long are they going to wait	9600.6	3.12	1
for that well they're going to have to	9602.48	3.321	1
wait till next	9603.72	4.88	1
round yeah pretty much you could see it	9605.8	4.28	1
just trying to delay and trying to get	9608.6	3.28	1
at least one weapon and I love that it's	9610.08	3.399	1
also John cuy watching that plank with	9611.88	3.36	0
the Stinger so if they lose that one	9613.48	3.601	0
definitely here from loud's Camp they	9615.24	3.4	0
probably won't keep that Stinger unless	9617.08	3.16	0
you're you could probably get something	9618.64	4.12	0
done with that but at the same time	9620.24	5.159	0
though we're not only snowballing the	9622.76	6.32	0
economy from SEL after that for spy they	9625.4	5.841	0
also starting a snowball getting very	9629.08	5.92	0
close to these alts on the	9631.24	3.76	0
attack those alts could be met with a	9635.6	5.759	1
qck retaliate we will see getting it	9638.12	5.199	1
there hey sometimes it just takes a few	9641.36	4.441	1
bullets to calibrate okay hey that	9643.32	3.96	1
distance to instant pull down and get a	9645.8	2.92	1
shot like that that's	9647.28	4.281	1
sick great way to utilize that Stinger	9648.72	4.12	1
at that point you feel like your mouse	9651.56	3.839	1
is going to fall off your mouse pad 10	9652.84	5.4	1
to five here Sentinels starting a little	9655.4	5.641	1
bit of momentum we'll see if got to go	9658.24	5.92	1
fast is what they are thinking tens is	9661.04	4.68	1
going to make quick ground with a few	9664.16	4.159	1
steps before slamming on to	9665.72	5.04	1
shift they looks like it's going to be a	9668.32	3.641	1
quick pop	9670.76	3.679	1
flash seems to love doing not only a	9671.96	4.359	1
double flash but this time triple flash	9674.44	2.92	1
with a	9676.32	3.401	1
decoy push L away allowing the	9677.36	4.481	1
dimensional drift to come	9679.72	4.12	1
out pushing loud all the way back	9681.84	4.2	1
towards the spawn forcing The Defenders	9683.84	4.559	0
to play the	9686.04	6.52	0
retake quick take five towards the top	9688.4	5.481	0
side here for	9692.56	3.6	1
loud let's see where they decide to get	9693.88	3.92	1
in after these smokes clear because	9696.16	3.76	1
right now the delay is heavy from	9697.8	4.32	1
Sentinels qck will break the barrier	9699.92	4.6	1
first has to be him waiting for him to	9702.12	4.0	1
rotate back from the B side hit by the	9704.52	4.799	1
dog close range shorty denied right away	9706.12	4.72	1
but they get information of two players	9709.32	4.321	1
from C on the post m in U-Haul so for	9710.84	3.88	1
allow they're trying to fight back	9713.64	3.2	1
towards showers Sashi getting ready for	9714.72	3.8	1
a pop flash so they could swing back off	9716.84	3.439	1
the tap of the spike but there's	9718.52	4.32	1
theability off utility can't stick onto	9720.28	4.361	1
the diffuse quite yet cus gate is signed	9722.84	3.36	1
to move forward three players all the	9724.64	3.52	1
way back towards short a and the wall	9726.2	4.36	1
bang gets him but you saw that Molly	9728.16	3.76	1
that just came down there's not enough	9730.56	3.08	1
time here at this point and even not	9731.92	4.519	1
enough bodies to escape for loud	9733.64	5.4	1
everybody dies and sels they get round	9736.44	4.88	1
number six the post plant game is	9739.04	4.92	1
becoming so relevant here for the way	9741.32	5.761	1
Sentinels are playing we see John QD	9743.96	4.72	1
using Viper line on some different Maps	9747.08	3.64	1
as well here it's up to zelus to stay	9748.68	3.32	1
alive on these	9750.72	3.88	1
ones and a great push through the shower	9752.0	5.16	1
push we saw was actually Sentinels using	9754.6	5.24	1
loud smoke against them if a yoru	9757.16	5.319	1
bounces his flash off the floor inside a	9759.84	5.04	0
smoke it will pop flash right outside	9762.48	4.161	1
the bloom of the smoke almost impossible	9764.88	4.04	0
to dodge combine that with a saucy flash	9766.64	5.48	1
as well decoy and a decoy and Sentinels	9768.92	5.559	1
has answers for the defensive they're	9772.12	4.96	1
seeing answer right there as well	9774.48	4.201	1
exactly sometimes you only need utility	9777.08	3.359	0
just he tends to move forward and get	9778.68	2.639	1
that	9780.44	3.721	1
kill and he's going to control showers	9781.32	6.12	1
as the rest of SEL holding it back again	9784.16	4.92	1
understanding a lower by for loud in	9787.44	4.04	1
round number 17 fake teleport you see	9789.08	6.319	1
the very low buy that you currently have	9791.48	6.441	0
for the defensive side Crossfire set up	9795.4	5.521	0
with shotguns inside	9797.92	3.0	1
hookah it comes down now at the mid	9801.12	4.52	1
round for utility to be important for	9803.2	3.68	0
Sentinels to try to flush things out	9805.64	2.56	1
they have what it takes I mean the do	9806.88	5.04	1
the boom everything it be tough minute	9808.2	7.64	1
here T patience again pays off he'll	9811.92	5.72	1
have free alt orb here in a second if he	9815.84	4.04	1
wants it but more playing for the shot	9817.64	4.36	1
ready as they're waiting for this low by	9819.88	3.88	1
from loud to get antsy they start	9822.0	3.439	0
getting a few jiggle peaks in and that's	9823.76	3.2	0
just enough for S to connect with the	9825.44	2.96	1
crosshairs and that's the moment of	9826.96	4.12	1
hesitation coming from there's a minute	9828.4	4.241	1
left on the clock loud has no	9831.08	3.64	1
information of where sel's at so they	9832.64	3.56	1
have to start moving forward to get	9834.72	2.8	1
information because they also are	9836.2	3.079	1
playing a composition that doesn't	9837.52	3.56	1
really allow for them to scan anything	9839.28	3.721	1
out set for sadd's life it's a great	9841.08	4.199	1
point you don't scan you have to jump	9843.0	5.439	0
Peak things you sadd's not on the sky	9845.28	4.841	0
he's trying to hit a knife the knife can	9848.44	4.92	0
be dodged they cannot confirm much	9850.12	5.159	0
without putting themselves in danger in	9853.36	5.12	0
Sentinels is punishing that positioning	9855.28	5.16	0
every single one of those kills were	9858.48	3.92	1
just Sentinels posted at the right spot	9860.44	3.361	1
right everybody just walked into their	9862.4	3.641	1
cross there Peak they literally didn't	9863.8	4.44	0
even need to raise a finger move the	9866.04	3.439	1
mouse it just kept it there a whole	9868.24	3.28	1
round until finally tenens is trying to	9869.48	3.521	1
create some space and trying to find	9871.52	3.879	1
information and not only donates his	9873.0	5.0	1
life but allows for once again SEL to	9875.4	6.361	1
pick up here an ult that should be very	9878.0	5.359	0
important yeah with the dimensional	9881.76	3.4	0
drift for them to clear out the space	9883.36	3.241	1
and play the pulse plant that's been	9885.16	4.0	1
very good at so far I think we got a	9886.6	4.32	1
decent buy still for loud maybe a	9889.16	3.76	1
timeout call from them figuring out how	9890.92	4.08	1
they can start to defend what is	9892.92	3.92	1
happening from that side to say yep	9895.0	4.88	1
there it is they call through they need	9896.84	5.2	1
to stop the bleeding right now Sentinels	9899.88	4.76	1
has come up with four rounds in a lot of	9902.04	5.04	1
the rounds loud is not able to have	9904.64	5.04	0
their full member retake because they've	9907.08	4.88	0
been picked apart across the map of this	9909.68	5.04	0
default Sentinels continues to run and	9911.96	6.399	1
come up with so much so they they have a	9914.72	5.8	1
lot to throw at Sentinels here this	9918.36	4.481	1
could be around they get that cine	9920.52	4.64	1
ultimate up we've seen multi-kill rounds	9922.84	5.519	1
from him one after the other it's very	9925.16	4.64	0
possible they have three alts to fight	9928.36	3.801	0
back on this but Sentinels has a few on	9929.8	4.76	1
Deck as well this could be very chaotic	9932.16	4.159	1
they go back to that default Strat	9934.56	3.4	1
setting up at just about every point of	9936.32	3.521	1
the attack side to make sure loud isn't	9937.96	4.08	1
getting space and Sentinels we talked	9939.84	5.36	1
about it of loud's comp oh Sentinels	9942.04	5.84	0
knows that loud has to use their bodies	9945.2	4.96	0
to Peak they're their own sentries here	9947.88	5.479	0
if loud or if sadok's knife misses so	9950.16	5.08	0
they're always looking for these	9953.36	4.721	0
shots they're about to go for a four	9955.24	6.199	0
player hit towards the long B sign so	9958.08	4.84	0
with the initial noise that they made	9961.44	4.401	0
towards shers was an instant TP from T A	9962.92	5.76	0
jiggle now spotting a couple but it's	9965.84	5.12	0
instantly traed too many parties to deal	9968.68	5.0	0
against Les gets taken down and that's	9970.96	5.359	1
wall did	9973.68	5.36	1
Smoke's too far away to try to smoke it	9976.32	4.04	1
back out so it gives a chance now for	9979.04	3.359	1
Sentinels to move inside that sight	9980.36	3.521	1
that's why 10 gave his life away so he	9982.4	2.96	1
can have a dimensional to drift this	9983.88	2.88	1
round	9985.36	3.841	1
over allows sasi to get the plant and	9986.76	5.44	0
Seekers on top of it not yet cuz it gets	9989.2	4.96	1
denied from the after shot from elbow	9992.2	3.239	1
orbital strike but he's going to stick	9994.16	2.72	1
it	9995.44	4.84	1
still no Seekers there's a flank coming	9996.88	5.12	1
that could be huge right there cus	10000.28	3.601	1
getting the pick the execution onto	10002.0	4.6	1
zelus no coming out up to 10 of Don cue	10003.88	6.36	1
now up to 10 only and they cannot hold	10006.6	6.719	1
it took a while but seems as a loud	10010.24	5.119	1
finally were able to answer back on	10013.32	5.721	1
Sentinels po plant protocols team I like	10015.36	6.201	1
it from loud they split up the flashes	10019.04	4.6	1
they split up the aggressive entry and	10021.56	5.08	1
how it can hit the site and q's Thanos	10023.64	4.96	1
timing at long didn't even require any	10026.64	4.48	1
flashes he Peaks he kills and the rest	10028.6	4.52	1
of the team of loud is able to come	10031.12	4.12	0
through they did get that orbital strike	10033.12	4.68	0
out and Cen Zen does pick up the Rolling	10035.24	5.079	1
Thunder was we expected on that round so	10037.8	4.559	1
they can now fold over this power into	10040.32	4.281	1
another Victory to bring it to game	10042.36	4.801	1
Point again Sentinel still has quite a	10044.6	4.52	1
bit in the pocket for this round with	10047.16	5.84	1
ultimates in Z and zelus and	10049.12	3.88	1
Sai crash down a walk down down with	10054.32	7.721	1
Brimstone as well not even that	10058.64	7.24	1
speed it just went with a Brim St	10062.04	6.439	1
flash taking control of B instant	10065.88	4.76	1
rotating but with that look at SEL they	10068.48	4.88	1
haven't budged at all loud's been very	10070.64	5.24	1
Pro proactive rather with this type of	10073.36	6.04	1
composition on their defensive	10075.88	3.519	1
signs imagine imagine they find	10080.28	5.04	1
something there right L's protocol is to	10082.92	5.479	1
just fight a war at Fountain it be long	10085.32	4.721	1
Sentinels are now going to try to rehit	10088.4	3.96	1
this area to see just how much came down	10090.04	5.319	1
and qk out of it first Blood pretends	10092.36	5.881	1
there allow Seekers to come out too to	10095.36	4.241	1
force to rotate even that Rolling	10098.24	3.199	1
Thunder you mentioned before from cine	10099.6	4.24	1
it's pinned towards that b site and now	10101.44	5.04	1
it's R by loud that small Split Second	10103.84	6.16	1
saw the TP heard the TP so SEL now have	10106.48	6.481	1
to at least try to gain some ground loud	10110.0	4.6	1
trying to be ready for this one but SEL	10112.96	3.24	1
also post it up so they can TP away if	10114.6	3.879	0
they need to should Z not get the picks	10116.2	4.8	0
with a sh stopper and you don't expect	10118.48	5.401	0
the timing Les does look inside the	10121.0	4.6	0
smoke though Sak gets the tra back off	10123.88	3.92	0
the S second pushing all the way forward	10125.6	3.679	0
a double towards the back of the sight	10127.8	4.599	0
he does get the first pick up	10129.28	3.12	0
the the TB came across like they wanted	10132.68	6.36	0
to for Sentinels loud eating into the	10135.84	5.559	1
strategy eating into the bait and we'll	10139.04	4.76	1
have S pstat now towards the be site and	10141.4	5.281	1
there's a bit of the Singler Pro play	10143.8	5.32	1
from each one of them strength coming	10146.68	6.2	1
out and some Allstars there now up to	10149.12	6.96	1
cenen great shot captain I it's going to	10152.88	4.64	1
be a tough one to get this down with	10156.08	3.359	1
what what's going to be happening	10157.52	3.28	1
obviously he just looks for the exit	10159.44	2.721	1
kills that's going to happen to him but	10160.8	3.76	1
with 10's coming around on the outside	10162.16	5.239	1
of this round his teleport from B gate	10164.56	5.96	1
crashed into spawn so Les had an inkling	10167.4	4.681	0
yeah there's going to be a Teleport but	10170.52	3.48	1
maybe it's a little bit later and tens	10172.08	3.399	0
finally found that timing even though	10174.0	4.479	0
Les did look it just shows you just how	10175.48	5.481	1
patient sends pushing forward how much	10178.48	4.161	1
they're making loud have to consider	10180.96	3.92	1
this angle or this when loud just wants	10182.64	4.679	1
to be watching the sight take and and	10184.88	5.12	1
denying another kill for cenen as we're	10187.32	4.601	1
get to teleport out of zelis searching a	10190.0	3.2	0
little blood in the water but they	10191.92	4.64	1
cannot take him down cin still been	10193.2	4.96	1
doing a very good job getting a lot of	10196.56	4.2	1
value out of these fault lines to not	10198.16	4.44	1
only set up himself but his teammates	10200.76	3.12	1
but the amount of times we saw I think	10202.6	3.679	1
it was twice in this series so far we	10203.88	4.84	1
was able to get a fa line Aftershock	10206.28	5.801	1
combination to get picks get kills so	10208.72	7.84	1
utility is still quite good here for Lou	10212.08	6.239	1
but again it it comes down to that story	10216.56	3.28	1
line on that second half on that four	10218.32	3.201	1
spy Stinger that we had from Sentinels	10219.84	3.2	1
allowing for them to pick up four rounds	10221.52	3.48	1
in a row now finally going back and	10223.04	5.359	1
forth loud still in the lead by three	10225.0	5.439	1
10's looking for showers control solo	10228.4	3.121	1
with the	10230.44	3.641	1
shorty flash being initiated down	10231.52	5.08	1
towards long B though for Sentinels to	10234.08	4.08	1
try to see if somebody's going to try to	10236.6	4.879	1
tap an orb trying to deny it away from	10238.16	6.279	1
qck but he's got two he with him shoots	10241.48	5.361	1
first first tp's away and he's gone now	10244.44	3.721	1
they have to worry I mean they heard the	10246.84	3.8	1
TP was it fake you're going to leave one	10248.16	4.44	1
they can at least clear out and start to	10250.64	4.52	1
lean the other way calls from loud are	10252.6	4.24	1
going to say be Long's getting hit right	10255.16	4.119	1
now so just be sturdy in your positions	10256.84	4.559	1
cine starts them off great way to be	10259.28	4.801	1
stury the head shot through a couple of	10261.4	4.241	1
walls dropping	10264.08	4.12	1
one right now Sentinels are trying to	10265.64	5.08	1
move in towards this B site baiting out	10268.2	5.32	1
util baiting out the Aftershock first	10270.72	4.559	1
potentially even the rolling Thunder as	10273.52	3.839	1
louder all towards the back of that site	10275.28	5.641	1
trying to wall bang off the tap John cue	10277.36	5.281	1
getting the plant and also getting the	10280.92	4.2	1
pit activates it on the top of the B	10282.64	5.0	1
site but remember qk meanwhile picked up	10285.12	4.56	1
the orb on showers so they have Rolling	10287.64	4.56	1
Thunder and run it back to try to go	10289.68	4.719	1
directly against this here it comes	10292.2	4.48	1
right now as qk leads the charge looking	10294.4	3.601	1
through trying to spat some players	10296.68	3.4	1
there's the headshot onto John cutie pit	10298.0	4.479	1
will now come down more information as T	10300.08	5.159	1
inside the Smoke traed Out by there's	10302.48	5.121	0
only one player left at celsus fully	10305.24	5.481	0
flash does get the back the two a two	10307.6	5.08	1
versus one only as it's going to work	10310.72	5.08	1
with almost got the clutch but Tu was	10312.68	5.599	1
there for the trade the	10315.8	7.88	1
diffuse and L will be at that point game	10318.28	8.521	1
five Lotus on the horizon loud's time	10323.68	6.24	1
out paying dividends a few rounds ago to	10326.8	5.12	1
find a way to get the brimstone ultimate	10329.92	4.16	0
in then a few rounds later the Rolling	10331.92	5.559	1
Thunder in and now the retake on the	10334.08	6.92	1
site again loud find success they stay	10337.48	5.401	1
alive one enemy remaining and they have	10341.0	4.52	1
a chance to push us once more to our	10342.88	4.88	1
final map still a lot of chances four	10345.52	5.919	1
even for send to get to the OT here loud	10347.76	5.679	1
almost has this one locked down but you	10351.44	3.8	1
cannot give it to anyone just yet with	10353.44	3.561	1
the way they've been playing See How	10355.24	3.481	1
They jump into this next round where	10357.0	3.2	1
they're going what they're doing 10's	10358.72	3.719	1
ready off the rip for dimensional drift	10360.2	3.8	1
and he's going to start just throwing	10362.44	3.721	1
out in to the team here we'll see how	10364.0	4.16	1
loud reacts you got money to work with	10366.16	4.119	1
here for s in round number 21 Back	10368.16	3.76	1
Against The Wall spotting sadak inside	10370.28	5.481	1
U-Haul M to P to push them back they try	10371.92	5.559	1
to regain control Les has a judge but	10375.76	4.2	1
he's towards the bide qck and two	10377.48	6.441	1
holding the a site down off Dien drift	10379.96	6.12	1
information trying to get utility behind	10383.92	4.84	1
and sprays behind it it's actually loud	10386.08	4.92	1
that capitalizes on all of these kills	10388.76	5.679	1
tens alone against the world how bad you	10391.0	5.84	1
guys want a	10394.44	2.401	1
computer TS a lot of work ahead of him	10397.52	6.68	1
here and I'm sure Kaplan is looking at	10401.16	6.48	1
the Lotus Notes at this point what a	10404.2	7.0	1
great two maps from loud incredibly hard	10407.64	6.32	1
fought on the last map of ice box that	10411.2	5.32	1
was such a back and forth he does get	10413.96	4.76	1
the first Contact still 40 seconds to	10416.52	4.28	1
work with doesn't have any more gate	10418.72	4.0	0
crashes so he can't really come through	10420.8	3.76	0
walking through the snake bite as well	10422.72	3.96	0
yeah and that's going to make it even	10424.56	5.44	1
more difficult coming out from Les judge	10426.68	5.36	0
inside T dancing around the corner of	10430.0	4.68	0
that pit walks in right now to pick it	10432.04	5.279	0
up no way as he walks across the TP	10434.68	5.44	0
though waiting is it going to get	10437.32	5.361	1
cleared across they didn't see him he	10440.12	5.44	1
made it through this 14 seconds left T	10442.68	6.2	1
chases him down we will be going into a	10445.56	6.36	1
final map to decide the winner of he's	10448.88	5.0	1
not scared of taking the entire Team B	10451.92	5.08	1
for around loud's going to have to be	10453.88	6.04	1
ready for that looks like that Spike may	10457.0	5.64	0
actually Trend towards that	10459.92	5.479	0
area and they do get a bit of Mount not	10462.64	5.2	1
Mount control but Rubble control on that	10465.4	5.08	1
left side with a Guiding Light to start	10467.84	5.04	1
no big commitment just yet for loud they	10470.48	5.321	1
do Peak them oh but TW is still there	10472.88	5.04	1
the third player door opening as well so	10475.8	3.559	0
they're trying to pinch in trying to	10477.92	3.6	1
Pivot between C or B depending where the	10479.36	4.201	1
picks are going to be from Sentinels	10481.52	4.52	1
it's on the C side to decide as three	10483.56	5.0	1
players fall for loud plant coming in	10486.04	4.199	1
kadine trying to get a for position	10488.56	3.679	1
trying to catch one off guard and Sak on	10490.24	4.641	0
the flank instantly we have a 2v2 c PIV	10492.24	4.321	1
towards the back gets the head shot as	10494.88	4.519	1
well allowing sedak to win against s the	10496.56	5.52	1
old teammates going head to-head Susy	10499.4	5.0	1
reposition around the Trailblazer	10502.08	3.92	1
swinging out the long range of the	10504.4	5.201	1
frenzy does not connect and s's ghost	10506.0	6.12	0
neither Oria with the ghost here moving	10509.6	5.36	0
forward now the re swing out from SED H	10512.12	4.6	1
being thrown knowing that he towards the	10514.96	5.04	1
back up towards the air the shot from	10516.72	6.84	1
above SOS get the pistol incredible	10520.0	6.479	1
Movement by Sashi sadok always buys a	10523.56	5.08	1
frenzy in a one V one situation there	10526.48	3.601	0
he's closing the	10528.64	4.839	0
distance sashy creates more sadak closes	10530.08	6.159	1
the distance Sashi creates more stays	10533.48	4.161	1
out of the range of the frenzy gets the	10536.24	4.24	1
ghost kill Sentinels have round one and	10537.64	5.16	1
that is a modified gun round strp for	10540.48	5.201	1
Sentinels that will usually see Z by	10542.8	6.2	1
himself at door opening it once be long	10545.68	6.12	1
has made contact they went two and two	10549.0	4.92	1
to make sure zin's Excursion into the	10551.8	5.559	1
doorway was not tainted by any B defense	10553.92	6.12	1
from loud crazy stuff by Sentinels there	10557.36	4.88	1
to modify that make it work for a pistol	10560.04	5.68	1
round loud now losing one already yeah	10562.24	5.561	1
losing one that b main Peak again	10565.72	5.36	1
Sentinels F A score there and 10's	10567.8	5.24	1
getting pretty hurt from that situation	10571.08	4.76	1
o good tra back to just just chip damage	10573.04	4.239	1
being traded but this is benefiting	10575.84	4.36	1
Sentinels obviously goes long range so	10577.28	6.641	1
zelis is still semi healthy 63 HP as	10580.2	6.079	1
Sentinels after the initial kill reset	10583.92	4.68	1
back towards C we'll get the same	10586.28	4.441	1
scenario this time with no more bodies	10588.6	4.04	1
up for	10590.72	4.4	1
loud Z trying to get the long range	10592.64	4.04	1
couldn't work it with the singer uses a	10595.12	4.4	0
classic instead back and forth we go	10596.68	5.28	1
though with a fault line timing Bucky	10599.52	4.839	1
close range John cutie standing not that	10601.96	5.399	1
t had his back but at least has the	10604.36	5.96	1
trade qck the only thing that he has now	10607.36	5.281	1
is a	10610.32	2.321	1
classic trying to find the opportunity	10613.0	4.2	0
moment to walk inside the smoke the	10615.0	4.92	1
